status,functions,description,state,url,type,templateid,lastchange,value,priority,triggerid,flags,comments,error,expression
0,"[{u'itemid': u'23323', u'function': u'diff', u'triggerid': u'13513', u'parameter': u'0', u'functionid': u'12942'}]",Host name of zabbix_agentd was changed on {HOST.NAME},0,,0,13507,0,0,1,13513,0,,,{12942}>0
0,"[{u'itemid': u'23324', u'function': u'diff', u'triggerid': u'13514', u'parameter': u'0', u'functionid': u'12943'}]",Host name of zabbix_agentd was changed on {HOST.NAME},0,,0,13507,0,0,1,13514,0,,,{12943}>0
0,"[{u'itemid': u'23325', u'function': u'diff', u'triggerid': u'13515', u'parameter': u'0', u'functionid': u'12944'}]",Host name of zabbix_agentd was changed on {HOST.NAME},0,,0,13507,0,0,1,13515,0,,,{12944}>0
0,"[{u'itemid': u'23326', u'function': u'diff', u'triggerid': u'13516', u'parameter': u'0', u'functionid': u'12945'}]",Host name of zabbix_agentd was changed on {HOST.NAME},0,,0,13507,0,0,1,13516,0,,,{12945}>0
0,"[{u'itemid': u'23357', u'function': u'min', u'triggerid': u'13517', u'parameter': u'10m', u'functionid': u'12946'}]",Less than 25% free in the configuration cache,0,,0,0,0,0,3,13517,0,Consider increasing CacheSize in the zabbix_server.conf configuration file,,{12946}<25
0,"[{u'itemid': u'23342', u'function': u'min', u'triggerid': u'13518', u'parameter': u'10m', u'functionid': u'12947'}]",Less than 25% free in the history cache,0,,0,0,0,0,3,13518,0,,,{12947}<25
0,"[{u'itemid': u'23341', u'function': u'min', u'triggerid': u'13519', u'parameter': u'10m', u'functionid': u'12948'}]",Less than 25% free in the text history cache,0,,0,0,0,0,3,13519,0,,,{12948}<25
0,"[{u'itemid': u'23359', u'function': u'min', u'triggerid': u'13520', u'parameter': u'10m', u'functionid': u'12949'}]",More than 100 items having missing data for more than 10 minutes,0,,0,0,0,0,2,13520,0,"zabbix[queue,10m] item is collecting data about how many items are missing data for more than 10 minutes (next parameter)",,{12949}>100
0,"[{u'itemid': u'23347', u'function': u'avg', u'triggerid': u'13521', u'parameter': u'10m', u'functionid': u'13137'}]",Zabbix configuration syncer processes more than 75% busy,0,,0,0,0,0,3,13521,0,,,({TRIGGER.VALUE}=0 and {13137}>75) or ({TRIGGER.VALUE}=1 and {13137}>65)
0,"[{u'itemid': u'23352', u'function': u'avg', u'triggerid': u'13522', u'parameter': u'10m', u'functionid': u'13139'}]",Zabbix discoverer processes more than 75% busy,0,,0,0,0,0,3,13522,0,,,({TRIGGER.VALUE}=0 and {13139}>75) or ({TRIGGER.VALUE}=1 and {13139}>65)
0,"[{u'itemid': u'23350', u'function': u'avg', u'triggerid': u'13523', u'parameter': u'10m', u'functionid': u'13141'}]",Zabbix history syncer processes more than 75% busy,0,,0,0,0,0,3,13523,0,,,({TRIGGER.VALUE}=0 and {13141}>75) or ({TRIGGER.VALUE}=1 and {13141}>65)
0,"[{u'itemid': u'23353', u'function': u'avg', u'triggerid': u'13524', u'parameter': u'30m', u'functionid': u'13142'}]",Zabbix housekeeper processes more than 75% busy,0,,0,0,0,0,3,13524,0,,,({TRIGGER.VALUE}=0 and {13142}>75) or ({TRIGGER.VALUE}=1 and {13142}>65)
0,"[{u'itemid': u'23354', u'function': u'avg', u'triggerid': u'13525', u'parameter': u'10m', u'functionid': u'13143'}]",Zabbix http poller processes more than 75% busy,0,,0,0,0,0,3,13525,0,,,({TRIGGER.VALUE}=0 and {13143}>75) or ({TRIGGER.VALUE}=1 and {13143}>65)
0,"[{u'itemid': u'23356', u'function': u'avg', u'triggerid': u'13526', u'parameter': u'10m', u'functionid': u'13144'}]",Zabbix icmp pinger processes more than 75% busy,0,,0,0,0,0,3,13526,0,,,({TRIGGER.VALUE}=0 and {13144}>75) or ({TRIGGER.VALUE}=1 and {13144}>65)
0,"[{u'itemid': u'23355', u'function': u'avg', u'triggerid': u'13527', u'parameter': u'10m', u'functionid': u'13145'}]",Zabbix ipmi poller processes more than 75% busy,0,,0,0,0,0,3,13527,0,,,({TRIGGER.VALUE}=0 and {13145}>75) or ({TRIGGER.VALUE}=1 and {13145}>65)
0,"[{u'itemid': u'23349', u'function': u'avg', u'triggerid': u'13528', u'parameter': u'10m', u'functionid': u'13146'}]",Zabbix java poller processes more than 75% busy,0,,0,0,0,0,3,13528,0,,,({TRIGGER.VALUE}=0 and {13146}>75) or ({TRIGGER.VALUE}=1 and {13146}>65)
0,"[{u'itemid': u'23348', u'function': u'avg', u'triggerid': u'13529', u'parameter': u'10m', u'functionid': u'13147'}]",Zabbix poller processes more than 75% busy,0,,0,0,0,0,3,13529,0,,,({TRIGGER.VALUE}=0 and {13147}>75) or ({TRIGGER.VALUE}=1 and {13147}>65)
0,"[{u'itemid': u'23343', u'function': u'avg', u'triggerid': u'13530', u'parameter': u'10m', u'functionid': u'13148'}]",Zabbix self-monitoring processes more than 75% busy,0,,0,0,0,0,3,13530,0,,,({TRIGGER.VALUE}=0 and {13148}>75) or ({TRIGGER.VALUE}=1 and {13148}>65)
0,"[{u'itemid': u'23344', u'function': u'avg', u'triggerid': u'13531', u'parameter': u'10m', u'functionid': u'13149'}]",Zabbix snmp trapper processes more than 75% busy,0,,0,0,0,0,3,13531,0,,,({TRIGGER.VALUE}=0 and {13149}>75) or ({TRIGGER.VALUE}=1 and {13149}>65)
0,"[{u'itemid': u'23345', u'function': u'avg', u'triggerid': u'13532', u'parameter': u'10m', u'functionid': u'13150'}]",Zabbix trapper processes more than 75% busy,0,,0,0,0,0,3,13532,0,,,({TRIGGER.VALUE}=0 and {13150}>75) or ({TRIGGER.VALUE}=1 and {13150}>65)
0,"[{u'itemid': u'23346', u'function': u'avg', u'triggerid': u'13533', u'parameter': u'10m', u'functionid': u'13151'}]",Zabbix unreachable poller processes more than 75% busy,0,,0,0,0,0,3,13533,0,,,({TRIGGER.VALUE}=0 and {13151}>75) or ({TRIGGER.VALUE}=1 and {13151}>65)
0,"[{u'itemid': u'23360', u'function': u'avg', u'triggerid': u'13534', u'parameter': u'10m', u'functionid': u'13138'}]",Zabbix data sender processes more than 75% busy,0,,0,0,0,0,3,13534,0,,,({TRIGGER.VALUE}=0 and {13138}>75) or ({TRIGGER.VALUE}=1 and {13138}>65)
0,"[{u'itemid': u'23351', u'function': u'avg', u'triggerid': u'13535', u'parameter': u'10m', u'functionid': u'13140'}]",Zabbix heartbeat sender processes more than 75% busy,0,,0,0,0,0,3,13535,0,,,({TRIGGER.VALUE}=0 and {13140}>75) or ({TRIGGER.VALUE}=1 and {13140}>65)
0,"[{u'itemid': u'23634', u'function': u'min', u'triggerid': u'13536', u'parameter': u'10m', u'functionid': u'12965'}]",Less than 25% free in the vmware cache,0,,0,0,0,0,3,13536,0,,,{12965}<25
0,"[{u'itemid': u'23635', u'function': u'min', u'triggerid': u'13537', u'parameter': u'10m', u'functionid': u'12966'}]",Less than 25% free in the vmware cache,1,,0,13536,0,0,3,13537,0,,"No ""vmware collector"" processes started.",{12966}<25
0,"[{u'itemid': u'23637', u'function': u'last', u'triggerid': u'13538', u'parameter': u'0', u'functionid': u'12968'}]",70% os Process CPU Load on {HOST.NAME},0,,0,0,0,0,3,13538,0,,,{12968}>0.7
0,"[{u'itemid': u'23638', u'function': u'last', u'triggerid': u'13539', u'parameter': u'0', u'functionid': u'12969'}, {u'itemid': u'23640', u'function': u'last', u'triggerid': u'13539', u'parameter': u'0', u'functionid': u'12970'}]",70% mem Heap Memory used on {HOST.NAME},0,,0,0,0,0,3,13539,0,,,{12969}>({12970}*0.7)
0,"[{u'itemid': u'23642', u'function': u'last', u'triggerid': u'13540', u'parameter': u'0', u'functionid': u'12971'}, {u'itemid': u'23643', u'function': u'last', u'triggerid': u'13540', u'parameter': u'0', u'functionid': u'12972'}]",70% mem Non-Heap Memory used on {HOST.NAME},0,,0,0,0,0,3,13540,0,,,{12971}>({12972}*0.7)
0,"[{u'itemid': u'23639', u'function': u'last', u'triggerid': u'13541', u'parameter': u'0', u'functionid': u'12973'}, {u'itemid': u'23640', u'function': u'last', u'triggerid': u'13541', u'parameter': u'0', u'functionid': u'12974'}]",mem Heap Memory fully committed on {HOST.NAME},0,,0,0,0,0,2,13541,0,,,{12973}={12974}
0,"[{u'itemid': u'23641', u'function': u'last', u'triggerid': u'13542', u'parameter': u'0', u'functionid': u'12975'}, {u'itemid': u'23643', u'function': u'last', u'triggerid': u'13542', u'parameter': u'0', u'functionid': u'12976'}]",mem Non-Heap Memory fully committed on {HOST.NAME},0,,0,0,0,0,2,13542,0,,,{12975}={12976}
0,"[{u'itemid': u'23636', u'function': u'str', u'triggerid': u'13543', u'parameter': u'Server', u'functionid': u'12977'}]",{HOST.NAME} runs suboptimal VM type,0,,0,0,0,0,1,13543,0,,,{12977}<>1
0,"[{u'itemid': u'23644', u'function': u'max', u'triggerid': u'13544', u'parameter': u'#3', u'functionid': u'12994'}]",FTP service is down on {HOST.NAME},0,,0,0,0,0,3,13544,0,,,{12994}=0
0,"[{u'itemid': u'23645', u'function': u'max', u'triggerid': u'13545', u'parameter': u'#1', u'functionid': u'13170'}]",HTTP service is down on {HOST.NAME},0,,0,0,0,0,5,13545,0,,,{13170}=0
0,"[{u'itemid': u'23646', u'function': u'max', u'triggerid': u'13546', u'parameter': u'#3', u'functionid': u'12996'}]",HTTPS service is down on {HOST.NAME},0,,0,0,0,0,3,13546,0,,,{12996}=0
0,"[{u'itemid': u'23647', u'function': u'max', u'triggerid': u'13547', u'parameter': u'#3', u'functionid': u'12997'}]",IMAP service is down on {HOST.NAME},0,,0,0,0,0,3,13547,0,,,{12997}=0
0,"[{u'itemid': u'23648', u'function': u'max', u'triggerid': u'13548', u'parameter': u'#3', u'functionid': u'12998'}]",LDAP service is down on {HOST.NAME},0,,0,0,0,0,3,13548,0,,,{12998}=0
0,"[{u'itemid': u'23649', u'function': u'max', u'triggerid': u'13549', u'parameter': u'#3', u'functionid': u'13154'}]",NNTP service is down on {HOST.NAME},0,,0,0,0,0,3,13549,0,,,{13154}=0
0,"[{u'itemid': u'23650', u'function': u'max', u'triggerid': u'13550', u'parameter': u'#3', u'functionid': u'13156'}]",NTP service is down on {HOST.NAME},0,,0,0,0,0,3,13550,0,,,{13156}=0
0,"[{u'itemid': u'23651', u'function': u'max', u'triggerid': u'13551', u'parameter': u'#3', u'functionid': u'13152'}]",POP service is down on {HOST.NAME},0,,0,0,0,0,3,13551,0,,,{13152}=0
0,"[{u'itemid': u'23652', u'function': u'max', u'triggerid': u'13552', u'parameter': u'#3', u'functionid': u'13157'}]",SMTP service is down on {HOST.NAME},0,,0,0,0,0,3,13552,0,,,{13157}=0
0,"[{u'itemid': u'23653', u'function': u'max', u'triggerid': u'13553', u'parameter': u'#3', u'functionid': u'13158'}]",SSH service is down on {HOST.NAME},0,,0,0,0,0,3,13553,0,,,{13158}=0
0,"[{u'itemid': u'23655', u'function': u'max', u'triggerid': u'13554', u'parameter': u'#1', u'functionid': u'13189'}]",{HOST.NAME} is unavailable by ICMP,0,,0,0,0,0,4,13554,0,,,{13189}=0
0,"[{u'itemid': u'23656', u'function': u'avg', u'triggerid': u'13555', u'parameter': u'5m', u'functionid': u'13193'}]",Response time is too high on {HOST.NAME},0,,0,0,0,0,2,13555,0,,,{13193}>0.01
0,"[{u'itemid': u'23657', u'function': u'min', u'triggerid': u'13556', u'parameter': u'5m', u'functionid': u'13191'}]",Ping loss is too high on {HOST.NAME},0,,0,0,0,0,2,13556,0,,,{13191}>1
